ID,diffuse,compact,merger,off_center,nearby,irregular,problematic,comment
470006,0,0,0,0,1,1,0,
470008,0,0,1,0,1,0,0,
470010,0,0,0,0,0,1,0,
470011,0,0,0,0,1,0,0,
470013,0,0,0,0,1,0,0,
470014,0,0,0,0,0,0,0,
470017,0,1,0,0,0,0,0,
470019,0,0,0,0,0,1,0,
470028,0,0,0,0,0,1,0,
470029,0,1,0,0,0,0,0,
470031,0,0,1,0,0,1,0,
470032,0,1,0,0,0,0,1,
470033,0,0,0,0,1,0,0,
470034,0,0,0,0,0,1,0,
470035,0,0,0,0,1,0,0,
470036,1,0,0,0,0,0,0,
470038,0,1,0,0,0,0,0,
470039,0,0,0,0,0,0,0,
470041,0,1,0,0,0,0,0,
470047,0,0,0,0,0,0,0,
470049,0,0,0,0,0,0,1,
470050,0,0,0,0,1,0,0,
470056,1,0,0,0,0,0,0, Not there
470057,1,0,0,0,0,0,0, Not there
470065,0,0,1,0,1,0,0,
470067,0,0,0,0,1,0,0,
470070,0,1,0,0,0,0,0,
470071,0,0,0,1,0,0,0,
470072,0,0,0,0,1,1,0,
470075,0,0,0,0,1,1,0,
470076,0,0,0,0,1,0,0,
470081,0,0,0,0,1,0,0,
470085,0,1,0,0,0,0,0,
470089,0,0,0,0,0,0,0,
470091,0,0,0,1,0,0,0,
470092,0,0,0,1,1,0,0,
470093,0,0,0,0,0,0,0,
470100,0,1,0,0,0,0,0,
470101,0,1,0,0,0,0,0,
470105,1,0,0,0,0,0,0, Not there
470108,0,1,0,0,0,0,0,
470111,0,1,0,0,0,0,0,
470112,0,0,1,0,0,1,0,
470116,0,0,0,0,1,0,0,
470117,0,1,0,0,0,0,0,
470121,1,0,0,0,0,0,0,
470129,1,1,0,0,0,0,0,
470133,1,0,0,0,0,0,0,
470136,1,0,0,0,0,0,0,
470137,1,0,0,0,0,0,0, Not there
470139,0,0,0,0,0,1,0,
470142,0,0,0,0,0,0,0,
475002,0,1,0,0,0,0,0,
475003,0,0,0,0,0,1,0,
475006,0,1,0,0,0,0,0,
475009,0,0,1,0,0,0,0,
475010,1,1,0,0,0,0,0,
475012,1,0,0,0,0,0,0, Not there
475014,0,0,1,0,1,0,0,
475016,0,0,0,0,1,0,0,
475026,0,1,0,0,0,0,0,
475031,0,1,0,0,0,0,0,
475033,0,1,0,0,0,0,0,
475039,1,0,0,1,0,0,0,
475040,1,0,0,0,0,0,0,
475045,0,0,0,0,0,1,0,
475053,0,0,0,0,1,0,0,
475067,0,1,0,0,0,0,0,
475075,0,0,1,0,1,1,0,
475080,0,0,0,1,0,0,0,
475083,0,0,0,0,1,0,0,
475087,0,1,0,0,0,0,0,
475091,1,0,0,0,0,0,0, Not there
475097,0,0,0,0,0,0,0,
475101,1,0,0,0,0,0,0, Not there
475102,0,0,0,1,0,0,0,
475121,0,1,0,0,0,0,0,
