10 00 19.3900,+02 13 12.600,3.04,55,6,150.0808,2.22017,150.08079166666667,2.2201666666666657
10 00 20.8000,+02 19 18.800,2.72,459,190,150.08667,2.32189,150.08666666666667,2.321888888888889
10 00 23.6600,+02 13 12.000,2.1,71,38,150.09859,2.22,150.09858333333335,2.22
10 00 26.7400,+02 17 40.000,3.27,98,44,150.11142,2.29444,150.11141666666668,2.2944444444444443
10 00 27.2800,+02 17 31.300,2.29,140,43,150.11366,2.29203,150.1136666666667,2.2920277777777778
10 00 27.4800,+02 15 52.300,3.18,62,13,150.1145,2.26453,150.11449999999996,2.264527777777779
10 00 28.2500,+02 17 58.400,2.49,206,65,150.1177,2.29956,150.11770833333333,2.2995555555555556
10 00 28.5000,+02 17 55.900,2.81,88,12,150.11874,2.29886,150.11874999999998,2.298861111111111
10 00 29.0600,+02 14 09.200,2.43,49,16,150.12108,2.23589,150.1210833333333,2.235888888888889
10 00 29.7300,+02 18 50.100,2.2,0,0,150.12387,2.31392,150.123875,2.3139166666666657
10 00 30.6000,+02 17 43.900,2.57,87,26,150.1275,2.29553,150.1275,2.2955277777777785
10 00 31.9800,+02 15 51.000,3.64,0,0,150.13326,2.26417,150.13325,2.2641666666666667
10 00 32.1200,+02 19 11.300,2.87,62,12,150.13383,2.31981,150.13383333333334,2.3198055555555555
10 00 33.2700,+02 18 24.600,3.3,76,13,150.13863,2.30683,150.13862500000002,2.3068333333333335
10 00 33.9100,+02 13 17.900,2.23,59,18,150.1413,2.22164,150.14129166666666,2.2216388888888887
10 00 34.8100,+02 17 42.400,3.32,107,55,150.14503,2.29511,150.14504166666666,2.295111111111111
10 00 35.0900,+02 17 49.400,3.04,36,9,150.14621,2.29706,150.1462083333333,2.2970555555555556
10 00 35.7500,+02 18 58.100,2.87,166,30,150.14896,2.31614,150.14895833333335,2.3161388888888887
10 00 36.7100,+02 13 09.800,2.84,49,19,150.15295,2.21939,150.15295833333332,2.219388888888889
10 00 39.6100,+02 13 38.600,2.44,62,13,150.16504,2.22739,150.16504166666667,2.227388888888889
10 00 40.7000,+02 17 41.500,3.07,58,16,150.16959,2.29486,150.16958333333332,2.2948611111111106
10 00 40.7800,+02 18 23.600,2.1,14,6,150.16992,2.30656,150.16991666666667,2.3065555555555552
10 00 41.0900,+02 17 03.600,2.63,0,0,150.1712,2.28433,150.17120833333334,2.2843333333333335
10 00 41.4500,+02 18 16.500,3.07,21,6,150.17271,2.30458,150.17270833333333,2.3045833333333334
10 00 42.7800,+02 16 31.200,2.81,48,13,150.17825,2.27533,150.17825,2.2753333333333328
10 00 44.1300,+02 15 58.900,2.46,49,16,150.18387,2.26636,150.183875,2.2663611111111113
10 00 45.7000,+02 16 58.700,2.25,0,0,150.19041,2.28297,150.19041666666664,2.282972222222221
12 36 17.3200,+62 10 24.300,2.6,452,260,189.07217,62.17342,189.07216666666662,62.17341666666666
12 36 17.5200,+62 13 10.000,2.93,50,15,189.073,62.21944,189.073,62.21944444444444
12 36 31.6300,+62 11 38.700,2.92,91,33,189.13179,62.19408,189.1317916666667,62.19408333333334
12 36 34.4900,+62 12 53.700,3.18,81,28,189.1437,62.21492,189.14370833333328,62.21491666666666
12 36 35.7500,+62 12 05.700,2.76,194,183,189.14896,62.20158,189.1489583333333,62.20158333333334
12 36 35.9300,+62 11 38.300,2.91,0,0,189.1497,62.19397,189.1497083333333,62.193972222222214
12 36 41.7700,+62 12 39.100,2.59,70,16,189.17404,62.21086,189.1740416666666,62.21086111111112
12 36 42.5100,+62 14 48.700,2.96,110,34,189.17712,62.24686,189.177125,62.24686111111111
12 36 43.8600,+62 14 01.000,2.27,32,14,189.18275,62.23361,189.18274999999997,62.23361111111112
12 36 46.8600,+62 12 27.400,2.97,105,28,189.19525,62.20761,189.19525,62.20761111111112
12 36 47.0600,+62 15 13.400,3.18,39,10,189.19608,62.25372,189.19608333333332,62.25372222222223
12 36 49.3800,+62 14 21.800,3.37,86,25,189.20575,62.23939,189.20575000000002,62.23938888888889
12 36 50.0400,+62 14 00.700,2.24,71,15,189.2085,62.23353,189.20849999999996,62.23352777777777
12 36 50.2800,+62 10 55.800,2.93,125,47,189.2095,62.18217,189.2095,62.18216666666667
12 36 51.6000,+62 15 11.100,3.41,58,18,189.215,62.25308,189.21499999999995,62.253083333333336
12 36 51.6700,+62 15 16.300,3.34,32,16,189.21529,62.25453,189.21529166666662,62.25452777777779
12 36 54.2700,+62 13 36.000,2.27,180,139,189.22612,62.22667,189.22612500000002,62.22666666666667
12 36 54.9400,+62 13 42.500,2.42,27,10,189.22893,62.22847,189.2289166666667,62.22847222222223
12 36 59.3700,+62 13 42.600,3.13,17,4,189.24738,62.2285,189.24737499999995,62.2285
12 37 04.4900,+62 14 46.600,2.21,169,27,189.2687,62.24628,189.26870833333336,62.246277777777784
12 37 05.8500,+62 15 03.100,3.24,32,4,189.27437,62.25086,189.27437499999994,62.250861111111114
12 37 07.5300,+62 11 38.300,2.8,0,0,189.28137,62.19397,189.28137499999997,62.193972222222214
12 37 11.0000,+62 11 40.900,2.28,56,32,189.29584,62.19469,189.29583333333332,62.19469444444444
